New claim date,Type,Subgroup,Initial claims
12/25/2011,Initial claims by sex,Male,6317
01/08/2012,Initial claims by sex,Male,12315
01/15/2012,Initial claims by sex,Male,3273
01/22/2012,Initial claims by sex,Male,2994
01/29/2012,Initial claims by sex,Male,3133
02/05/2012,Initial claims by sex,Male,2674
02/12/2012,Initial claims by sex,Male,2453
02/19/2012,Initial claims by sex,Male,2388
02/26/2012,Initial claims by sex,Male,2459
03/04/2012,Initial claims by sex,Male,2253
03/11/2012,Initial claims by sex,Male,1914
03/18/2012,Initial claims by sex,Male,1663
03/25/2012,Initial claims by sex,Male,1518
04/08/2012,Initial claims by sex,Male,6557
04/15/2012,Initial claims by sex,Male,2034
04/22/2012,Initial claims by sex,Male,1647
04/29/2012,Initial claims by sex,Male,1899
05/06/2012,Initial claims by sex,Male,1755
05/13/2012,Initial claims by sex,Male,1772
05/20/2012,Initial claims by sex,Male,2053
05/27/2012,Initial claims by sex,Male,1422
06/03/2012,Initial claims by sex,Male,2014
06/10/2012,Initial claims by sex,Male,1635
06/17/2012,Initial claims by sex,Male,1788
06/24/2012,Initial claims by sex,Male,1638
07/08/2012,Initial claims by sex,Male,6599
07/15/2012,Initial claims by sex,Male,1741
07/22/2012,Initial claims by sex,Male,1818
07/29/2012,Initial claims by sex,Male,1859
08/05/2012,Initial claims by sex,Male,1893
08/12/2012,Initial claims by sex,Male,1739
08/19/2012,Initial claims by sex,Male,1613
08/26/2012,Initial claims by sex,Male,1616
09/02/2012,Initial claims by sex,Male,1709
09/09/2012,Initial claims by sex,Male,1662
09/16/2012,Initial claims by sex,Male,1546
09/23/2012,Initial claims by sex,Male,1353
09/30/2012,Initial claims by sex,Male,1348
10/07/2012,Initial claims by sex,Male,3729
10/14/2012,Initial claims by sex,Male,1895
10/21/2012,Initial claims by sex,Male,1828
10/28/2012,Initial claims by sex,Male,4417
11/04/2012,Initial claims by sex,Male,1845
11/11/2012,Initial claims by sex,Male,1807
11/18/2012,Initial claims by sex,Male,2286
11/25/2012,Initial claims by sex,Male,2111
12/02/2012,Initial claims by sex,Male,2474
12/09/2012,Initial claims by sex,Male,2704
12/16/2012,Initial claims by sex,Male,3423
12/23/2012,Initial claims by sex,Male,7142
12/30/2012,Initial claims by sex,Male,1859
01/06/2013,Initial claims by sex,Male,9957
01/13/2013,Initial claims by sex,Male,3233
01/20/2013,Initial claims by sex,Male,2962
01/27/2013,Initial claims by sex,Male,2698
02/03/2013,Initial claims by sex,Male,2569
02/10/2013,Initial claims by sex,Male,2443
02/17/2013,Initial claims by sex,Male,2357
02/24/2013,Initial claims by sex,Male,2112
03/03/2013,Initial claims by sex,Male,2204
03/10/2013,Initial claims by sex,Male,1650
03/17/2013,Initial claims by sex,Male,1627
03/24/2013,Initial claims by sex,Male,1320
03/31/2013,Initial claims by sex,Male,1310
04/07/2013,Initial claims by sex,Male,3783
04/14/2013,Initial claims by sex,Male,1964
04/21/2013,Initial claims by sex,Male,1547
04/28/2013,Initial claims by sex,Male,1703
05/05/2013,Initial claims by sex,Male,1647
05/12/2013,Initial claims by sex,Male,1662
05/19/2013,Initial claims by sex,Male,1602
05/26/2013,Initial claims by sex,Male,1280
06/02/2013,Initial claims by sex,Male,1739
06/09/2013,Initial claims by sex,Male,1595
06/16/2013,Initial claims by sex,Male,1547
06/23/2013,Initial claims by sex,Male,1878
06/30/2013,Initial claims by sex,Male,2365
07/07/2013,Initial claims by sex,Male,4253
07/14/2013,Initial claims by sex,Male,1727
07/21/2013,Initial claims by sex,Male,1667
07/28/2013,Initial claims by sex,Male,1632
08/04/2013,Initial claims by sex,Male,1770
08/11/2013,Initial claims by sex,Male,1600
08/18/2013,Initial claims by sex,Male,1626
08/25/2013,Initial claims by sex,Male,1406
09/01/2013,Initial claims by sex,Male,1495
09/08/2013,Initial claims by sex,Male,1447
09/15/2013,Initial claims by sex,Male,1469
09/22/2013,Initial claims by sex,Male,1344
09/29/2013,Initial claims by sex,Male,2175
10/06/2013,Initial claims by sex,Male,3185
10/13/2013,Initial claims by sex,Male,1567
10/20/2013,Initial claims by sex,Male,1690
10/27/2013,Initial claims by sex,Male,1988
11/03/2013,Initial claims by sex,Male,1956
11/10/2013,Initial claims by sex,Male,1763
11/17/2013,Initial claims by sex,Male,2048
11/24/2013,Initial claims by sex,Male,2498
12/01/2013,Initial claims by sex,Male,2382
12/08/2013,Initial claims by sex,Male,2665
12/15/2013,Initial claims by sex,Male,3067
12/22/2013,Initial claims by sex,Male,7383
12/29/2013,Initial claims by sex,Male,1968
01/05/2014,Initial claims by sex,Male,7899
01/12/2014,Initial claims by sex,Male,2716
01/19/2014,Initial claims by sex,Male,2513
01/26/2014,Initial claims by sex,Male,2213
02/02/2014,Initial claims by sex,Male,2175
02/09/2014,Initial claims by sex,Male,1781
02/16/2014,Initial claims by sex,Male,1759
02/23/2014,Initial claims by sex,Male,1644
03/02/2014,Initial claims by sex,Male,1902
03/09/2014,Initial claims by sex,Male,1374
03/16/2014,Initial claims by sex,Male,1206
03/23/2014,Initial claims by sex,Male,1161
03/30/2014,Initial claims by sex,Male,1124
04/06/2014,Initial claims by sex,Male,2152
04/13/2014,Initial claims by sex,Male,1349
04/20/2014,Initial claims by sex,Male,1111
04/27/2014,Initial claims by sex,Male,1278
05/04/2014,Initial claims by sex,Male,1264
05/11/2014,Initial claims by sex,Male,1201
05/18/2014,Initial claims by sex,Male,1239
05/25/2014,Initial claims by sex,Male,1020
06/01/2014,Initial claims by sex,Male,1397
06/08/2014,Initial claims by sex,Male,1138
06/15/2014,Initial claims by sex,Male,1162
06/22/2014,Initial claims by sex,Male,1501
06/29/2014,Initial claims by sex,Male,1588
07/06/2014,Initial claims by sex,Male,2699
07/13/2014,Initial claims by sex,Male,1322
07/20/2014,Initial claims by sex,Male,1238
07/27/2014,Initial claims by sex,Male,1404
08/03/2014,Initial claims by sex,Male,1562
08/10/2014,Initial claims by sex,Male,1306
08/17/2014,Initial claims by sex,Male,1163
08/24/2014,Initial claims by sex,Male,1067
08/31/2014,Initial claims by sex,Male,1183
09/07/2014,Initial claims by sex,Male,1160
09/14/2014,Initial claims by sex,Male,1103
09/21/2014,Initial claims by sex,Male,1068
09/28/2014,Initial claims by sex,Male,1061
10/05/2014,Initial claims by sex,Male,2140
10/12/2014,Initial claims by sex,Male,1232
10/19/2014,Initial claims by sex,Male,1360
10/26/2014,Initial claims by sex,Male,1391
11/02/2014,Initial claims by sex,Male,1713
11/09/2014,Initial claims by sex,Male,1495
11/16/2014,Initial claims by sex,Male,1759
11/23/2014,Initial claims by sex,Male,2046
11/30/2014,Initial claims by sex,Male,1875
12/07/2014,Initial claims by sex,Male,2158
12/14/2014,Initial claims by sex,Male,2469
12/21/2014,Initial claims by sex,Male,6505
12/28/2014,Initial claims by sex,Male,2520
01/04/2015,Initial claims by sex,Male,7497
01/11/2015,Initial claims by sex,Male,2713
01/18/2015,Initial claims by sex,Male,2445
01/25/2015,Initial claims by sex,Male,2571
02/01/2015,Initial claims by sex,Male,2213
02/08/2015,Initial claims by sex,Male,1907
02/15/2015,Initial claims by sex,Male,1991
02/22/2015,Initial claims by sex,Male,1685
03/01/2015,Initial claims by sex,Male,1681
03/08/2015,Initial claims by sex,Male,1344
03/15/2015,Initial claims by sex,Male,1145
03/22/2015,Initial claims by sex,Male,986
03/29/2015,Initial claims by sex,Male,905
04/05/2015,Initial claims by sex,Male,2029
04/12/2015,Initial claims by sex,Male,1351
04/19/2015,Initial claims by sex,Male,1089
04/26/2015,Initial claims by sex,Male,1018
05/03/2015,Initial claims by sex,Male,1276
05/10/2015,Initial claims by sex,Male,1072
05/17/2015,Initial claims by sex,Male,1156
05/24/2015,Initial claims by sex,Male,941
05/31/2015,Initial claims by sex,Male,1175
06/07/2015,Initial claims by sex,Male,1024
06/14/2015,Initial claims by sex,Male,1084
06/21/2015,Initial claims by sex,Male,1577
06/28/2015,Initial claims by sex,Male,1258
07/05/2015,Initial claims by sex,Male,2657
07/12/2015,Initial claims by sex,Male,1238
07/19/2015,Initial claims by sex,Male,1244
07/26/2015,Initial claims by sex,Male,1200
08/02/2015,Initial claims by sex,Male,1404
08/09/2015,Initial claims by sex,Male,1143
08/16/2015,Initial claims by sex,Male,1230
08/23/2015,Initial claims by sex,Male,1071
08/30/2015,Initial claims by sex,Male,1235
09/06/2015,Initial claims by sex,Male,990
09/13/2015,Initial claims by sex,Male,1088
09/20/2015,Initial claims by sex,Male,955
09/27/2015,Initial claims by sex,Male,1048
10/04/2015,Initial claims by sex,Male,1898
10/11/2015,Initial claims by sex,Male,1202
10/18/2015,Initial claims by sex,Male,1206
10/25/2015,Initial claims by sex,Male,1209
11/01/2015,Initial claims by sex,Male,1537
11/08/2015,Initial claims by sex,Male,1195
11/15/2015,Initial claims by sex,Male,1537
11/22/2015,Initial claims by sex,Male,1671
11/29/2015,Initial claims by sex,Male,1681
12/06/2015,Initial claims by sex,Male,1872
12/13/2015,Initial claims by sex,Male,2179
12/20/2015,Initial claims by sex,Male,4169
12/27/2015,Initial claims by sex,Male,3214
01/03/2016,Initial claims by sex,Male,6795
01/10/2016,Initial claims by sex,Male,2376
01/17/2016,Initial claims by sex,Male,2105
01/24/2016,Initial claims by sex,Male,2228
01/31/2016,Initial claims by sex,Male,2097
02/07/2016,Initial claims by sex,Male,1927
02/14/2016,Initial claims by sex,Male,1865
02/21/2016,Initial claims by sex,Male,1587
02/28/2016,Initial claims by sex,Male,1473
03/06/2016,Initial claims by sex,Male,1288
03/13/2016,Initial claims by sex,Male,1220
03/20/2016,Initial claims by sex,Male,1001
03/27/2016,Initial claims by sex,Male,869
04/03/2016,Initial claims by sex,Male,2014
04/10/2016,Initial claims by sex,Male,1241
04/17/2016,Initial claims by sex,Male,1175
04/24/2016,Initial claims by sex,Male,967
05/01/2016,Initial claims by sex,Male,1250
05/08/2016,Initial claims by sex,Male,1196
05/15/2016,Initial claims by sex,Male,1251
05/22/2016,Initial claims by sex,Male,1119
05/29/2016,Initial claims by sex,Male,1032
06/05/2016,Initial claims by sex,Male,1072
06/12/2016,Initial claims by sex,Male,1207
06/19/2016,Initial claims by sex,Male,1747
06/26/2016,Initial claims by sex,Male,1363
07/03/2016,Initial claims by sex,Male,2434
07/10/2016,Initial claims by sex,Male,1260
07/17/2016,Initial claims by sex,Male,1301
07/24/2016,Initial claims by sex,Male,1178
07/31/2016,Initial claims by sex,Male,1371
08/07/2016,Initial claims by sex,Male,1329
08/14/2016,Initial claims by sex,Male,1103
08/21/2016,Initial claims by sex,Male,1034
08/28/2016,Initial claims by sex,Male,1066
09/04/2016,Initial claims by sex,Male,1057
09/11/2016,Initial claims by sex,Male,977
09/18/2016,Initial claims by sex,Male,1066
09/25/2016,Initial claims by sex,Male,881
10/02/2016,Initial claims by sex,Male,1759
10/09/2016,Initial claims by sex,Male,1029
10/16/2016,Initial claims by sex,Male,1134
10/23/2016,Initial claims by sex,Male,1253
10/30/2016,Initial claims by sex,Male,1544
11/06/2016,Initial claims by sex,Male,1316
11/13/2016,Initial claims by sex,Male,1454
11/20/2016,Initial claims by sex,Male,1568
11/27/2016,Initial claims by sex,Male,1505
12/04/2016,Initial claims by sex,Male,1842
12/11/2016,Initial claims by sex,Male,2291
12/18/2016,Initial claims by sex,Male,2934
12/25/2016,Initial claims by sex,Male,4513
01/08/2017,Initial claims by sex,Male,9184
01/15/2017,Initial claims by sex,Male,2135
01/22/2017,Initial claims by sex,Male,1988
01/29/2017,Initial claims by sex,Male,1899
02/05/2017,Initial claims by sex,Male,2015
02/12/2017,Initial claims by sex,Male,1678
02/19/2017,Initial claims by sex,Male,1425
02/26/2017,Initial claims by sex,Male,1387
03/05/2017,Initial claims by sex,Male,1415
03/12/2017,Initial claims by sex,Male,1429
03/19/2017,Initial claims by sex,Male,1112
03/26/2017,Initial claims by sex,Male,1025
04/02/2017,Initial claims by sex,Male,1632
04/09/2017,Initial claims by sex,Male,1156
04/16/2017,Initial claims by sex,Male,883
04/23/2017,Initial claims by sex,Male,912
04/30/2017,Initial claims by sex,Male,1040
05/07/2017,Initial claims by sex,Male,1313
05/14/2017,Initial claims by sex,Male,1165
05/21/2017,Initial claims by sex,Male,1023
05/28/2017,Initial claims by sex,Male,1128
06/04/2017,Initial claims by sex,Male,1181
06/11/2017,Initial claims by sex,Male,1024
06/18/2017,Initial claims by sex,Male,1638
06/25/2017,Initial claims by sex,Male,1293
07/02/2017,Initial claims by sex,Male,2257
07/09/2017,Initial claims by sex,Male,1032
07/16/2017,Initial claims by sex,Male,1253
07/23/2017,Initial claims by sex,Male,994
07/30/2017,Initial claims by sex,Male,1163
08/06/2017,Initial claims by sex,Male,1218
08/13/2017,Initial claims by sex,Male,1077
08/20/2017,Initial claims by sex,Male,1024
08/27/2017,Initial claims by sex,Male,982
09/03/2017,Initial claims by sex,Male,940
09/10/2017,Initial claims by sex,Male,1046
09/17/2017,Initial claims by sex,Male,1034
09/24/2017,Initial claims by sex,Male,956
10/08/2017,Initial claims by sex,Male,2543
10/15/2017,Initial claims by sex,Male,1240
10/22/2017,Initial claims by sex,Male,1193
10/29/2017,Initial claims by sex,Male,1447
11/05/2017,Initial claims by sex,Male,1423
11/12/2017,Initial claims by sex,Male,1541
11/19/2017,Initial claims by sex,Male,1567
11/26/2017,Initial claims by sex,Male,1489
12/03/2017,Initial claims by sex,Male,1966
12/10/2017,Initial claims by sex,Male,2399
12/17/2017,Initial claims by sex,Male,3021
12/24/2017,Initial claims by sex,Male,5061
12/31/2017,Initial claims by sex,Male,1788
01/07/2018,Initial claims by sex,Male,6932
01/14/2018,Initial claims by sex,Male,2190
01/21/2018,Initial claims by sex,Male,1894
01/28/2018,Initial claims by sex,Male,1754
02/04/2018,Initial claims by sex,Male,1834
02/11/2018,Initial claims by sex,Male,1486
02/18/2018,Initial claims by sex,Male,1320
02/25/2018,Initial claims by sex,Male,1285
03/04/2018,Initial claims by sex,Male,1274
03/11/2018,Initial claims by sex,Male,1136
03/18/2018,Initial claims by sex,Male,1042
03/25/2018,Initial claims by sex,Male,832
04/08/2018,Initial claims by sex,Male,2588
04/15/2018,Initial claims by sex,Male,937
04/22/2018,Initial claims by sex,Male,886
04/29/2018,Initial claims by sex,Male,941
05/06/2018,Initial claims by sex,Male,959
05/13/2018,Initial claims by sex,Male,1089
05/20/2018,Initial claims by sex,Male,881
05/27/2018,Initial claims by sex,Male,847
06/03/2018,Initial claims by sex,Male,983
06/10/2018,Initial claims by sex,Male,857
06/17/2018,Initial claims by sex,Male,1070
06/24/2018,Initial claims by sex,Male,1491
07/08/2018,Initial claims by sex,Male,3012
07/15/2018,Initial claims by sex,Male,1070
07/22/2018,Initial claims by sex,Male,966
07/29/2018,Initial claims by sex,Male,1076
08/05/2018,Initial claims by sex,Male,1021
08/12/2018,Initial claims by sex,Male,1009
08/19/2018,Initial claims by sex,Male,870
08/26/2018,Initial claims by sex,Male,840
09/02/2018,Initial claims by sex,Male,920
09/09/2018,Initial claims by sex,Male,910
09/16/2018,Initial claims by sex,Male,926
09/23/2018,Initial claims by sex,Male,800
09/30/2018,Initial claims by sex,Male,756
10/07/2018,Initial claims by sex,Male,1354
10/14/2018,Initial claims by sex,Male,959
10/21/2018,Initial claims by sex,Male,1015
10/28/2018,Initial claims by sex,Male,1194
11/04/2018,Initial claims by sex,Male,1318
11/11/2018,Initial claims by sex,Male,1250
11/18/2018,Initial claims by sex,Male,1572
11/25/2018,Initial claims by sex,Male,1456
12/02/2018,Initial claims by sex,Male,1689
12/09/2018,Initial claims by sex,Male,2025
12/16/2018,Initial claims by sex,Male,2867
12/23/2018,Initial claims by sex,Male,4848
12/30/2018,Initial claims by sex,Male,1736
01/06/2019,Initial claims by sex,Male,5772
01/13/2019,Initial claims by sex,Male,2005
01/20/2019,Initial claims by sex,Male,2108
01/27/2019,Initial claims by sex,Male,1778
02/03/2019,Initial claims by sex,Male,1752
02/10/2019,Initial claims by sex,Male,1388
02/17/2019,Initial claims by sex,Male,1365
02/24/2019,Initial claims by sex,Male,1175
03/03/2019,Initial claims by sex,Male,1452
03/10/2019,Initial claims by sex,Male,1114
03/17/2019,Initial claims by sex,Male,962
03/24/2019,Initial claims by sex,Male,867
03/31/2019,Initial claims by sex,Male,882
04/07/2019,Initial claims by sex,Male,1656
04/14/2019,Initial claims by sex,Male,2466
04/21/2019,Initial claims by sex,Male,983
04/28/2019,Initial claims by sex,Male,1007
05/05/2019,Initial claims by sex,Male,910
05/12/2019,Initial claims by sex,Male,1007
05/19/2019,Initial claims by sex,Male,1068
05/26/2019,Initial claims by sex,Male,838
06/02/2019,Initial claims by sex,Male,1034
06/09/2019,Initial claims by sex,Male,935
06/16/2019,Initial claims by sex,Male,1325
06/23/2019,Initial claims by sex,Male,1514
06/30/2019,Initial claims by sex,Male,1068
07/07/2019,Initial claims by sex,Male,1679
07/14/2019,Initial claims by sex,Male,1042
07/21/2019,Initial claims by sex,Male,954
07/28/2019,Initial claims by sex,Male,1087
08/04/2019,Initial claims by sex,Male,1212
08/11/2019,Initial claims by sex,Male,983
08/18/2019,Initial claims by sex,Male,999
08/25/2019,Initial claims by sex,Male,886
09/01/2019,Initial claims by sex,Male,924
09/08/2019,Initial claims by sex,Male,1035
09/15/2019,Initial claims by sex,Male,925
09/22/2019,Initial claims by sex,Male,816
09/29/2019,Initial claims by sex,Male,978
10/06/2019,Initial claims by sex,Male,1278
10/13/2019,Initial claims by sex,Male,1009
10/20/2019,Initial claims by sex,Male,1072
10/27/2019,Initial claims by sex,Male,1278
11/03/2019,Initial claims by sex,Male,1289
11/10/2019,Initial claims by sex,Male,1221
11/17/2019,Initial claims by sex,Male,1638
11/24/2019,Initial claims by sex,Male,1532
12/01/2019,Initial claims by sex,Male,1983
12/08/2019,Initial claims by sex,Male,2077
12/15/2019,Initial claims by sex,Male,2777
12/22/2019,Initial claims by sex,Male,4775
12/29/2019,Initial claims by sex,Male,1976
01/05/2020,Initial claims by sex,Male,5260
01/12/2020,Initial claims by sex,Male,2259
01/19/2020,Initial claims by sex,Male,1949
01/26/2020,Initial claims by sex,Male,1750
02/02/2020,Initial claims by sex,Male,1782
02/09/2020,Initial claims by sex,Male,1570
02/16/2020,Initial claims by sex,Male,1136
02/23/2020,Initial claims by sex,Male,1294
03/01/2020,Initial claims by sex,Male,1354
03/08/2020,Initial claims by sex,Male,2778
03/15/2020,Initial claims by sex,Male,28792
03/22/2020,Initial claims by sex,Male,32336
03/29/2020,Initial claims by sex,Male,27402
04/05/2020,Initial claims by sex,Male,19132
04/12/2020,Initial claims by sex,Male,13041
04/19/2020,Initial claims by sex,Male,9872
04/26/2020,Initial claims by sex,Male,13670
05/03/2020,Initial claims by sex,Male,10189
05/10/2020,Initial claims by sex,Male,8663
05/17/2020,Initial claims by sex,Male,8234
05/24/2020,Initial claims by sex,Male,6244
05/31/2020,Initial claims by sex,Male,5883
06/07/2020,Initial claims by sex,Male,4825
06/14/2020,Initial claims by sex,Male,4553
06/21/2020,Initial claims by sex,Male,5145
06/28/2020,Initial claims by sex,Male,4452
07/05/2020,Initial claims by sex,Male,43313
07/12/2020,Initial claims by sex,Male,3703
07/19/2020,Initial claims by sex,Male,3412
07/26/2020,Initial claims by sex,Male,3130
08/02/2020,Initial claims by sex,Male,2654
08/09/2020,Initial claims by sex,Male,2887
08/16/2020,Initial claims by sex,Male,2262
08/23/2020,Initial claims by sex,Male,2235
08/30/2020,Initial claims by sex,Male,1928
09/06/2020,Initial claims by sex,Male,1882
09/13/2020,Initial claims by sex,Male,1819
09/20/2020,Initial claims by sex,Male,1714
09/27/2020,Initial claims by sex,Male,1587
10/04/2020,Initial claims by sex,Male,19671
10/11/2020,Initial claims by sex,Male,1930
10/18/2020,Initial claims by sex,Male,2043
10/25/2020,Initial claims by sex,Male,1934
11/01/2020,Initial claims by sex,Male,1936
11/08/2020,Initial claims by sex,Male,1804
11/15/2020,Initial claims by sex,Male,2157
11/22/2020,Initial claims by sex,Male,1921
11/29/2020,Initial claims by sex,Male,2717
12/06/2020,Initial claims by sex,Male,2893
12/13/2020,Initial claims by sex,Male,3147
12/20/2020,Initial claims by sex,Male,4846
12/27/2020,Initial claims by sex,Male,3674
01/03/2021,Initial claims by sex,Male,23091
01/10/2021,Initial claims by sex,Male,4245
01/17/2021,Initial claims by sex,Male,3543
01/24/2021,Initial claims by sex,Male,3418
01/31/2021,Initial claims by sex,Male,3255
02/07/2021,Initial claims by sex,Male,2798
02/14/2021,Initial claims by sex,Male,2250
02/21/2021,Initial claims by sex,Male,2296
02/28/2021,Initial claims by sex,Male,2050
03/07/2021,Initial claims by sex,Male,2252
03/14/2021,Initial claims by sex,Male,9543
03/21/2021,Initial claims by sex,Male,8452
03/28/2021,Initial claims by sex,Male,5970
04/04/2021,Initial claims by sex,Male,23788
04/11/2021,Initial claims by sex,Male,3767
04/18/2021,Initial claims by sex,Male,3272
04/25/2021,Initial claims by sex,Male,3327
05/02/2021,Initial claims by sex,Male,3147
05/09/2021,Initial claims by sex,Male,2672
05/16/2021,Initial claims by sex,Male,2666
05/23/2021,Initial claims by sex,Male,2298
05/30/2021,Initial claims by sex,Male,2304
06/06/2021,Initial claims by sex,Male,1868
06/13/2021,Initial claims by sex,Male,2044
06/20/2021,Initial claims by sex,Male,2273
06/27/2021,Initial claims by sex,Male,2086
07/04/2021,Initial claims by sex,Male,20686
07/11/2021,Initial claims by sex,Male,1524
07/18/2021,Initial claims by sex,Male,1435
07/25/2021,Initial claims by sex,Male,1502
08/01/2021,Initial claims by sex,Male,1422
08/08/2021,Initial claims by sex,Male,1409
08/15/2021,Initial claims by sex,Male,1286
08/22/2021,Initial claims by sex,Male,1199
08/29/2021,Initial claims by sex,Male,1188
09/05/2021,Initial claims by sex,Male,996
09/12/2021,Initial claims by sex,Male,929
09/19/2021,Initial claims by sex,Male,896
09/26/2021,Initial claims by sex,Male,838
10/03/2021,Initial claims by sex,Male,2641
10/10/2021,Initial claims by sex,Male,936
10/17/2021,Initial claims by sex,Male,956
10/24/2021,Initial claims by sex,Male,1014
10/31/2021,Initial claims by sex,Male,991
11/07/2021,Initial claims by sex,Male,1033
11/14/2021,Initial claims by sex,Male,1149
11/21/2021,Initial claims by sex,Male,1115
11/28/2021,Initial claims by sex,Male,1353
12/05/2021,Initial claims by sex,Male,1614
12/12/2021,Initial claims by sex,Male,1849
12/19/2021,Initial claims by sex,Male,2948
12/26/2021,Initial claims by sex,Male,2928
01/02/2022,Initial claims by sex,Male,4178
01/09/2022,Initial claims by sex,Male,2636
01/16/2022,Initial claims by sex,Male,1982
01/23/2022,Initial claims by sex,Male,1599
01/30/2022,Initial claims by sex,Male,1603
02/06/2022,Initial claims by sex,Male,1288
02/13/2022,Initial claims by sex,Male,1130
02/20/2022,Initial claims by sex,Male,943
02/27/2022,Initial claims by sex,Male,952
03/06/2022,Initial claims by sex,Male,856
03/13/2022,Initial claims by sex,Male,914
03/20/2022,Initial claims by sex,Male,989
03/27/2022,Initial claims by sex,Male,902
04/03/2022,Initial claims by sex,Male,1076
04/10/2022,Initial claims by sex,Male,918
04/17/2022,Initial claims by sex,Male,891
04/24/2022,Initial claims by sex,Male,796
05/01/2022,Initial claims by sex,Male,787
05/08/2022,Initial claims by sex,Male,856
05/15/2022,Initial claims by sex,Male,1008
05/22/2022,Initial claims by sex,Male,935
05/29/2022,Initial claims by sex,Male,842
06/05/2022,Initial claims by sex,Male,860
06/12/2022,Initial claims by sex,Male,928
06/19/2022,Initial claims by sex,Male,479
01/09/2005,Initial claims by sex,Total,4529
01/16/2005,Initial claims by sex,Total,3897
01/23/2005,Initial claims by sex,Total,3981
01/30/2005,Initial claims by sex,Total,3568
02/06/2005,Initial claims by sex,Total,2592
02/13/2005,Initial claims by sex,Total,3018
02/20/2005,Initial claims by sex,Total,3377
02/27/2005,Initial claims by sex,Total,2715
03/06/2005,Initial claims by sex,Total,2431
03/13/2005,Initial claims by sex,Total,2401
03/20/2005,Initial claims by sex,Total,1753
03/27/2005,Initial claims by sex,Total,2027
04/03/2005,Initial claims by sex,Total,3276
04/10/2005,Initial claims by sex,Total,2146
04/17/2005,Initial claims by sex,Total,3125
04/24/2005,Initial claims by sex,Total,2039
05/01/2005,Initial claims by sex,Total,2286
05/08/2005,Initial claims by sex,Total,1994
05/15/2005,Initial claims by sex,Total,2053
05/22/2005,Initial claims by sex,Total,2191
05/29/2005,Initial claims by sex,Total,2145
06/05/2005,Initial claims by sex,Total,2271
06/12/2005,Initial claims by sex,Total,1980
06/19/2005,Initial claims by sex,Total,2789
06/26/2005,Initial claims by sex,Total,3189
07/03/2005,Initial claims by sex,Total,4929
07/10/2005,Initial claims by sex,Total,2491
07/17/2005,Initial claims by sex,Total,2440
07/24/2005,Initial claims by sex,Total,2394
07/31/2005,Initial claims by sex,Total,2916
08/07/2005,Initial claims by sex,Total,2387
08/14/2005,Initial claims by sex,Total,2232
08/21/2005,Initial claims by sex,Total,2081
08/28/2005,Initial claims by sex,Total,2226
09/04/2005,Initial claims by sex,Total,1967
09/11/2005,Initial claims by sex,Total,1949
09/18/2005,Initial claims by sex,Total,1839
09/25/2005,Initial claims by sex,Total,1694
10/02/2005,Initial claims by sex,Total,3143
10/09/2005,Initial claims by sex,Total,2251
10/16/2005,Initial claims by sex,Total,2264
10/23/2005,Initial claims by sex,Total,2023
10/30/2005,Initial claims by sex,Total,2488
11/06/2005,Initial claims by sex,Total,1971
11/13/2005,Initial claims by sex,Total,2440
11/20/2005,Initial claims by sex,Total,2374
11/27/2005,Initial claims by sex,Total,2501
12/04/2005,Initial claims by sex,Total,2983
12/11/2005,Initial claims by sex,Total,3051
12/18/2005,Initial claims by sex,Total,4839
12/25/2005,Initial claims by sex,Total,10955
01/08/2006,Initial claims by sex,Total,11760
01/15/2006,Initial claims by sex,Total,3436
01/22/2006,Initial claims by sex,Total,3258
01/29/2006,Initial claims by sex,Total,3277
02/05/2006,Initial claims by sex,Total,2814
02/12/2006,Initial claims by sex,Total,2587
02/19/2006,Initial claims by sex,Total,4487
02/26/2006,Initial claims by sex,Total,2591
03/05/2006,Initial claims by sex,Total,2492
03/12/2006,Initial claims by sex,Total,2098
03/19/2006,Initial claims by sex,Total,1840
03/26/2006,Initial claims by sex,Total,1832
04/02/2006,Initial claims by sex,Total,3378
04/09/2006,Initial claims by sex,Total,1836
04/16/2006,Initial claims by sex,Total,3291
04/23/2006,Initial claims by sex,Total,2026
04/30/2006,Initial claims by sex,Total,2492
05/07/2006,Initial claims by sex,Total,2173
05/14/2006,Initial claims by sex,Total,2244
05/21/2006,Initial claims by sex,Total,2156
05/28/2006,Initial claims by sex,Total,1858
06/04/2006,Initial claims by sex,Total,2445
06/11/2006,Initial claims by sex,Total,1922
06/18/2006,Initial claims by sex,Total,2575
06/25/2006,Initial claims by sex,Total,3130
07/02/2006,Initial claims by sex,Total,5374
07/09/2006,Initial claims by sex,Total,2517
07/16/2006,Initial claims by sex,Total,2504
07/23/2006,Initial claims by sex,Total,2221
07/30/2006,Initial claims by sex,Total,2667
08/06/2006,Initial claims by sex,Total,2361
08/13/2006,Initial claims by sex,Total,2261
08/20/2006,Initial claims by sex,Total,1988
08/27/2006,Initial claims by sex,Total,2016
09/03/2006,Initial claims by sex,Total,2069
09/10/2006,Initial claims by sex,Total,2014
09/17/2006,Initial claims by sex,Total,1931
09/24/2006,Initial claims by sex,Total,1599
10/08/2006,Initial claims by sex,Total,5304
10/15/2006,Initial claims by sex,Total,2116
10/22/2006,Initial claims by sex,Total,2188
10/29/2006,Initial claims by sex,Total,2269
11/05/2006,Initial claims by sex,Total,2092
11/12/2006,Initial claims by sex,Total,2555
11/19/2006,Initial claims by sex,Total,2486
11/26/2006,Initial claims by sex,Total,2401
